公司,年月,證期會代碼,季別,財報發布日,每股盈餘,當季季底P/B,當季季底PSR,當季季底P/E,ROA(C)稅前息前折舊前,ROA(A)稅後息前,ROA(B)稅後息前折舊前,ROE(A)－稅後,ROE(B)－常續利益,營業利益率,營業利益成長率,營業利益變動率,營業利益 /實收資本比,常續利益率－稅後,淨利變動率（單季）,稅前息前折舊前淨利率,稅前淨利率,稅前淨利成長率,稅後淨利率,稅後淨利成長率,季底普通股市值,營收成長率,營收變動率,淨值/資產,總資產成長率,總資產週轉次數,業外收支/營收,營業毛利率,營業毛利成長率,已實現銷貨毛利成長率,已實現銷貨毛利率,自由現金流量(D),營業收入淨額,股東權益總額,來自營運之現金流量
6654 天正國際,2023/9/28,6654,3,2023/11/13,-0.13,1.46,3.31,,0.27,-0.1,0.08,-0.44,-0.44,-9.42,-230.25,-371.62,-2.85,-3.92,-384.68,7.29,0.4,-96.89,-3.92,-140.55,"1,435,255",-16.11,-7.87,42.57,2.95,0.05,9.81,16.16,-50.52,-50.52,16.16,"6,042","111,899","982,385","3,398"
6655 科定,2023/9/28,6655,3,2023/11/10,1.27,4.37,3.72,28.12,2.33,1.57,1.96,4.39,4.42,17.46,-24.17,31.15,14.23,14.66,81.75,25.95,18.24,-20.48,14.57,-20.03,"8,920,977",-6.81,1.89,31.81,4.83,0.09,0.78,48.36,-12.29,-12.29,48.36,"94,951","603,373","2,044,476","196,331"
6657 華安,2023/9/28,6657,3,2023/11/10,-0.59,5.29,615.01,,-4.24,-4.91,-4.37,-5.11,-5.09,"-3,282.13",59.16,49.61,-6.49,"-2,986.11",53.22,"-2,604.92","-3,000.86",62.24,"-3,000.86",62.24,"4,561,500",-24.79,-19.52,97.1,24.39,0,281.26,68.37,-25.7,-25.7,68.37,966,"1,505","861,746","-60,748"
6658 聯策,2023/9/28,6658,3,2023/11/10,0.63,1.62,,24.08,1.79,1.11,1.42,2.1,2.1,4.59,-49.17,387.31,5.81,5.66,121.25,9.68,7.15,-44.46,5.67,-47.19,"1,519,417",-13.18,21.8,48.4,-4.92,0.19,2.56,25.37,-1.3,-1.3,25.37,"-69,044","379,970","1,030,989","-2,128"
6661 威健生技,2023/9/28,6661,3,2023/11/8,-0.04,1.81,1.93,,1.05,-0.12,0.94,-0.4,-0.4,-1.62,-122.17,-130.05,-0.56,-1.54,-120.02,7.78,-1.72,-125.03,-1.54,-126.25,"538,322",11.39,4,60.07,30.7,0.16,-0.1,41.62,-0.49,-0.49,41.62,"4,520","80,427","304,460","-2,502"
6662 樂斯科,2023/9/28,6662,3,2023/11/9,0.44,1.86,3.3,14.95,2.99,2.02,2.39,2.53,2.53,20.11,-8.86,-14.36,4.69,18.77,-18.99,28.51,23.46,-4.95,18.77,-4.96,"831,109",0.05,-19.17,80.12,1.09,0.11,3.36,42.37,-7.5,-7.5,42.37,"2,889","59,774","446,869","23,120"
6664 群翊,2023/9/28,6664,3,2023/11/10,4.45,3.19,3.77,10.01,4.54,3.54,3.63,9.39,9.35,27.26,11.15,-7.45,29.85,39.5,14.59,51.7,49.95,18.37,39.7,18.86,"9,130,978",5.95,5.12,39.99,27.37,0.09,22.69,45.78,13.61,13.61,45.78,"3,719","632,778","2,865,089","613,304"
6666 羅麗芬-KY,2023/9/28,6666,3,2023/11/8,0.37,2,3.56,32.73,1.7,0.87,1.33,1.09,1.01,6.33,469.42,-75.86,3.08,7.1,-68.03,18.29,11.93,50.81,7.67,73.88,"3,265,033",7.14,-25.38,79.39,-6.7,0.11,5.61,60.66,14.8,14.8,60.66,"44,245","231,060","1,668,650","70,946"
6667 信紘科,2023/9/28,6667,3,2023/11/6,2.61,2.21,1.33,8.27,5.27,3.77,4.19,8.4,8.4,18.9,81.01,67.98,27.86,17.66,62.54,25.37,22.21,77.12,17.67,81.19,"3,197,149",-12.83,7.12,44.61,14.05,0.21,3.31,30.15,37.11,37.11,30.15,"-8,491","659,990","1,446,392","291,092"
6668 中揚光,2023/9/28,6668,3,2023/11/10,-0.7,1.81,3.26,,0.24,-1.57,-0.16,-3.59,-3.59,-25.31,-110.66,44.9,-6.45,-28.48,31.46,3.84,-28.48,-642.86,-28.48,-345.58,"3,058,041",-29.53,-5.64,50.53,-24.15,0.06,-3.17,10.64,-39.61,-39.61,10.64,"-164,989","211,951","1,749,181","11,276"
6669 緯穎,2023/9/28,6669,3,2023/11/6,14.96,6.47,0.97,16.31,4.25,3.18,3.42,6.8,6.82,6.16,-33.32,-6.89,185.98,4.97,-0.02,7.22,6.18,-40.07,4.95,-39.41,"261,385,800",-33.71,-6.2,47.38,-7.39,0.59,0.02,9.57,-21.56,-21.56,9.57,"-944,197","52,817,250","40,380,400","11,533,571"
6670 復盛應用,2023/9/28,6670,3,2023/11/10,3.55,2.53,1.01,6.98,4.49,2.74,3.65,4.53,4.51,10.91,-57.11,58.43,43.02,9.95,-1.47,16.88,12.4,-63.63,9.98,-63.77,"26,978,606",-35.04,3.33,64.04,-14.28,0.27,1.49,23.19,-40.52,-40.52,23.19,"-206,153","5,225,257","11,868,486","708,660"
6671 三能-KY,2023/9/28,6671,3,2023/11/11,0.72,1.43,1.27,9.56,3.81,2.03,2.71,2.67,2.68,10.6,20.9,-28.08,8.52,9.08,-23,17.11,13.08,36.39,9.06,31.2,"2,399,625",7.06,-5.83,77.59,1.18,0.22,2.47,37.51,12.95,12.95,37.51,"-3,024","488,105","1,694,047","21,499"
6672 騰輝電子-KY,2023/9/28,6672,3,2023/11/10,1.66,2.13,1.42,12.47,4.24,2.43,3.17,3.77,3.76,13.04,39.58,53.93,22.54,9.53,-19.91,16.85,13.02,22.02,9.54,2.65,"6,886,238",1.92,-0.02,66.29,1.88,0.25,-0.03,33.32,16.66,16.66,33.32,"-101,363","1,234,421","3,238,039","251,049"
6674 鋐寶科技,2023/9/28,6674,3,2023/11/10,-0.91,1.48,1.45,,-1.7,-2.96,-2.4,-4.71,-4.79,-17.1,-212.64,34.3,-8.44,-18.66,24.67,-10.15,-14.92,-462.83,-18.34,-642.69,"1,876,955",-48.02,51.41,62.36,-26.49,0.16,2.17,11.66,-53.76,-53.76,11.66,"-9,114","333,897","1,270,630","-31,965"
6679 鈺太,2023/9/28,6679,3,2023/10/27,2.97,3.73,11.28,44.96,3.96,3.19,3.32,3.34,3.32,19.08,39.58,25.7,17.78,30.97,61.45,39.31,37.49,16.87,31.11,14.2,"18,569,382",10.42,15.41,95.46,-0.13,0.1,18.4,38.69,6.15,6.15,38.69,"7,579","511,786","4,979,130","45,083"
6680 鑫創電子,2023/9/28,6680,3,2023/11/2,1.44,3.69,2.69,17.11,5.67,4.17,4.73,6.87,7.17,14.43,38.44,54.04,12.99,16.56,39.39,21.7,19.58,14.98,15.87,12.09,"1,684,000",17.57,22.46,60.69,9.17,0.26,5.14,32.51,26.57,26.57,32.51,"-40,579","189,659","455,828","53,440"
6683 雍智科技,2023/9/28,6683,3,2023/11/6,3.87,2.49,3.7,12.01,5.77,4.11,4.63,5.03,5.03,25.34,-7.19,-9.69,32.29,30.26,43.74,42.52,37.67,0.31,30.26,0.27,"5,334,532",-12.49,0.41,86.31,0.8,0.14,12.34,50.24,-2.15,-2.15,50.24,"-7,424","346,789","2,140,911","16,505"
6684 安格,2023/9/28,6684,3,2023/11/14,-1.37,1.26,7.83,,-1.87,-2.95,-2.06,-3.32,-3.3,-58.98,-585.32,32.49,-14.05,-57.92,29.96,-36.37,-58.27,"-1,426.63",-58.2,"-1,844.86","2,318,062",42.43,53.18,90.43,174.51,0.05,0.71,40.61,13.74,13.74,40.61,"2,820","106,373","1,843,352","-46,151"
6689 伊雲谷,2023/9/28,6689,3,2023/11/13,0.7,2.86,0.89,45.28,1.19,0.87,1.05,1.7,1.68,1.93,80.96,34.51,7,1.91,-4.22,2.87,2.32,199.83,1.93,342.31,"8,262,000",14.77,3.13,53.44,-3.67,0.44,0.39,13.35,17.25,17.25,13.35,"-233,005","2,470,391","2,885,698","-106,889"
6690 安碁資訊,2023/9/28,6690,3,2023/10/30,2.33,2.84,2,15.69,12.13,2.36,9.7,4.19,4.19,13.68,21.06,20.34,29.22,10.78,12.08,56.48,13.53,16.61,10.78,14.35,"3,541,538",18.06,6.1,54.59,16.81,0.21,-0.15,39.6,17.42,17.42,39.6,"267,401","474,444","1,245,875","185,384"
6691 洋基工程,2023/9/28,6691,3,2023/11/10,5.76,4.4,1.43,10.07,5.08,3.95,4,10.08,10.07,14.76,-11.79,-0.3,70.07,11.99,0.87,15.47,15.25,-9.96,11.99,-9.36,"23,129,098",10.51,-8.26,42.69,11.14,0.33,0.49,17.39,-9.51,-9.51,17.39,"-61,305","4,191,783","5,259,974","-83,788"
6693 廣閎科,2023/9/28,6693,3,2023/11/1,0.46,2.76,3.1,,2.31,1.37,1.83,1.89,1.89,0.67,-85.99,197.74,0.36,8.56,121.19,14.97,10.79,-45.71,8.56,-46.21,"3,086,100",-26.83,-2.42,72.09,-14.99,0.15,10.12,19.63,-33.14,-33.14,19.63,"75,648","245,321","1,117,450","106,565"
6695 芯鼎,2023/9/28,6695,3,2023/11/13,0.29,2.15,3.61,,2.31,1.44,2.14,1.58,1.58,-0.85,77.9,83.5,-0.27,8.99,529.57,14.46,8.99,11.09,8.99,11.09,"3,766,742",14.42,6.33,89.41,11.78,0.16,9.84,41.54,10.59,10.59,41.54,"55,031","304,409","1,748,342","157,381"
6697 東捷資訊,2023/9/28,6697,3,2023/11/6,0.63,2.4,1.04,20.45,2.71,1.87,2.19,3.1,3.1,5.5,-15.71,-1.53,6.68,5.22,-13.47,7.6,6.44,-11.61,5.22,-13.38,"1,368,882",12.43,17.79,58.37,13.38,0.36,0.94,12.84,-10.12,-10.12,12.84,"2,460","332,006","569,631","29,551"
6698 旭暉應材,2023/9/28,6698,3,2023/11/8,0.15,1.59,1.7,,0.75,1.27,-0.28,1.8,-2.17,-17.85,-141.55,-332.81,-6.77,-16.14,332.57,37.14,21.32,167.29,13.35,598.96,"1,988,351",-8.69,-8.38,62.41,8.49,0.08,39.17,14.36,-32.37,-32.37,14.36,"-448,418","251,752","2,028,670","87,662"
6703 軒郁,2023/9/28,6703,3,2023/11/14,3.97,6.23,2.94,16.74,8.39,6.17,6.87,9.49,9.77,18.06,185.56,20.66,50.25,14.42,14.72,19.81,17.94,179.23,14,179.38,"7,407,981",95.63,19.09,59.43,88.75,0.43,-0.12,65.09,90.71,90.71,65.09,"48,380","780,591","1,233,721","77,927"
6706 惠特,2023/9/28,6706,3,2023/11/9,-0.11,1.23,3.24,,0.34,-0.06,0.65,-0.2,-0.19,-61.18,-423.21,-36.67,-22.56,-2.68,89.8,11.89,-11.05,-110.03,-2.89,-103.2,"4,713,658",-65.51,-33.34,58.66,-10.82,0.04,50.13,1.4,-98.5,-98.5,1.4,"-197,950","271,200","3,825,441","59,308"
6708 天擎,2023/9/28,6708,3,2023/11/13,-0.01,3.17,6.87,,0.31,-0.04,0.24,-0.06,-0.06,-8.74,-205.6,30.35,-1.84,-0.42,86.67,2.53,-0.42,-101.4,-0.42,-101.6,"1,363,376",-28.66,23.09,89.65,10.07,0.12,8.33,47.79,-34.23,-34.23,47.79,566,"61,056","429,657","-15,371"
6712 長聖,2023/9/28,6712,3,2023/11/13,3.7,8.62,22.01,47.37,3.11,13.92,5.19,15.4,5.4,51.89,57.21,89.41,15.65,42.49,441.93,138.47,135.08,457.97,121.19,618.87,"15,039,600",32.15,42.04,89.92,5.52,0.11,83.19,71.66,40.72,40.72,71.66,"476,175","226,835","1,744,762","85,678"
6715 嘉基,2023/9/28,6715,3,2023/11/8,2.26,3.44,3.55,16.14,5.7,3.58,4.28,4.66,4.66,24.08,-24.48,68.87,23.93,21.55,52.21,34.56,29.1,-34.33,21.55,-33.64,"9,709,510",-32.68,6.72,79.84,-11.21,0.17,5.01,41.25,-15.8,-15.8,41.25,"-24,268","622,387","2,955,290","217,556"
6716 應廣,2023/9/28,6716,3,2023/11/9,0.84,3.49,2.87,58.1,3.03,2.2,2.78,3.58,3.58,2.75,-74.21,-72.44,2.55,8.82,54.77,12.82,9.12,-58.47,8.82,-54.01,"2,462,515",26.06,7.49,59.96,-4.61,0.24,6.37,24.22,-23.7,-23.7,24.22,"-3,933","282,989","706,373","68,294"
6719 力智,2023/9/28,6719,3,2023/11/7,0.49,2.45,6.19,192.51,0.94,0.43,0.68,0.49,0.5,-3.61,-108.45,-52.84,-3.21,5.66,62.61,11.69,7.9,-84.87,5.47,-86.57,"19,958,472",-52.3,-9.27,92.73,-15.61,0.08,11.5,26.09,-69.18,-69.18,26.09,"-33,142","721,898","8,136,959","75,833"
6721 信實,2023/9/28,6721,3,2023/11/14,0.72,2.13,0.41,11.67,2.57,1.63,2.05,2.94,2.93,2.62,-2.32,-1.89,8.85,2.13,-26.17,3.44,2.68,-0.54,2.14,-0.67,"1,194,750",9.92,0.95,55.82,3.4,0.75,0.06,4.2,-4.2,-4.2,4.2,"-5,428","760,361","561,529","32,998"
6727 亞泰金屬,2023/9/28,6727,3,2023/11/14,1.64,1.31,1.01,12.06,1.6,1.16,1.25,3.86,3.86,4.97,86.65,24.29,7.32,11.12,66.34,15.54,14.25,-32.4,11.12,-34.5,"1,369,697",-12.01,8.98,31.35,-20.45,0.1,9.28,25.12,127.12,127.12,25.12,"2,103","354,626","1,044,033","135,328"
6728 上洋,2023/9/28,6728,3,2023/11/2,1.86,3.15,1.15,11.32,3.78,2.2,3.02,4.7,4.7,8.53,-1.24,-26.48,24.11,6.58,-28.95,11.85,8.23,-2.18,6.58,-0.41,"2,932,500",27.8,-14.27,43.27,40.65,0.32,-0.3,34.32,18.65,18.65,34.32,"-245,728","650,315","931,948","137,950"
6732 昇佳電子,2023/9/28,6732,3,2023/10/31,4.29,4.38,4.69,28.84,4.72,3.84,4.12,5.04,4.91,15.15,57.1,16.51,37.51,16.87,33.77,22.35,20.18,48.24,17.34,42.86,"18,733,296",60.21,9.18,75.6,-3.87,0.22,5.03,29.56,34.05,34.05,29.56,"15,000","1,211,006","4,279,430","369,433"
6733 博晟生醫,2023/9/28,6733,3,2023/11/6,-0.36,4.55,54.48,,-3.1,-4.17,-3.16,-4.49,-4.49,-246.18,15.6,-98.68,-4.21,-217.4,-106.68,-161.34,-227.36,21.08,-217.4,21.83,"4,430,736",120.1,-45.26,93.1,25.03,0.02,18.82,72.25,89,89,72.25,"2,833","21,057","992,766","-40,146"
6735 美達科技,2023/9/28,6735,3,2023/11/3,0.09,2.16,10.55,,1.01,0.37,0.75,0.43,0.42,-17.71,-138.34,-49.35,-1.91,8.56,180.01,23.47,12.31,-85.41,8.6,-85.89,"1,968,736",-56.32,4.03,91.45,-19.99,0.04,30.03,52.27,-64.57,-64.57,52.27,"4,600","45,198","912,891","-15,687"
6741 91APP*-KY,2023/9/28,6741,3,2023/11/14,0.97,4.26,8.72,22.61,3.67,2.85,3.05,4.23,4.23,27.73,12.59,-3.25,14.88,35.33,15.76,45.51,42.45,38.24,35.33,42.87,"11,852,719",9,-0.41,69.26,11.5,0.08,14.71,73.21,7.85,7.85,73.21,"-43,587","323,573","2,786,949","127,711"
6742 澤米,2023/9/28,6742,3,2023/11/13,0.06,3.8,,33.88,1.61,0.31,1.24,0.31,0.31,-14.69,-114.22,-89.87,-2.75,2.99,-82.44,23.62,4.54,-96.74,2.99,-97.27,"4,460,612",-66.22,7.86,66.37,2.5,0.07,19.23,3.98,-97.21,-97.21,3.98,"5,684","121,050","1,173,627","110,345"
6743 安普新,2023/9/28,6743,3,2023/11/14,0.01,2.77,1.96,,2.1,0.48,1.65,0.06,0.04,6.45,7.56,156.29,4.39,0.12,-65.59,16.61,0.29,-94.72,0.16,-95.75,"7,560,000",-15.87,-1.79,33.65,-5.67,0.13,-6.16,19.95,-5.68,-5.68,19.95,"135,071","1,020,178","2,735,765","13,939"
6747 亨泰光,2023/9/28,6747,3,2023/11/10,3.77,3.69,6.23,20.14,8.44,6.55,7.3,7.54,7.54,37.57,-0.07,221.54,36.45,38.72,140.46,52.8,47.18,-2,38.71,-1.74,"4,644,288",8.07,49.24,86.38,3.83,0.17,9.61,70.99,6.73,6.06,70.7,"9,603","234,651","1,265,267","67,556"
6751 智聯服務,2023/9/28,6751,3,2023/10/31,0.58,2.2,1.15,12.38,2.37,1.48,1.71,2.3,2.34,6.05,200.46,-11.96,12.54,5.47,-7.14,8.06,7.04,31.97,5.38,15.85,"1,942,500",39.24,10.15,66.2,85.86,0.27,0.99,16.88,68.02,68.02,16.88,"-194,568","460,340","1,187,744","81,302"
6752 叡揚,2023/9/28,6752,3,2023/11/10,1.41,3.48,2.18,15.91,2.92,2.17,2.39,4.7,4.7,14.43,10.93,18.65,17.22,11.63,3.01,16.13,14.17,11.84,11.63,6.83,"3,402,000",6.39,1.85,44.99,12.68,0.18,-0.26,53.24,17.98,17.98,53.24,"8,543","391,180","991,252","76,323"
6753 龍德造船,2023/9/28,6753,3,2023/11/13,0.91,3.81,2.18,18.25,2.78,1.65,2.21,3.57,3.57,10.98,30.25,21.38,12.65,7.87,18.27,14.54,9.93,167.66,7.87,171.36,"10,613,375",34.47,26.89,44.29,2.02,0.19,-1.05,13.64,24.64,24.64,13.64,"-31,297","1,240,943","2,785,822","-439,498"
6754 匯僑設計,2023/9/28,6754,3,2023/11/8,2.02,1.54,0.7,6.8,4.36,3.02,3.26,6.64,6.64,12.41,11.84,254.81,25.61,9.79,391.22,14.17,13.18,15.64,9.8,18.59,"3,207,600",-12.34,36.92,46.35,-1.51,0.31,0.77,24.17,9.86,9.86,24.17,"-29,256","1,361,547","2,087,705","-63,477"
6756 威鋒電子,2023/9/28,6756,3,2023/11/9,1.12,4.95,7.06,63.45,3.3,2.25,3.04,2.75,2.71,10.1,-46.31,-18.56,8.15,13.72,-2.54,22.83,16.56,-43.65,13.87,-43.74,"14,160,170",-8.02,-5.77,82.03,-10.25,0.16,6.46,44.54,-21.04,-21.04,44.54,"31,526","557,621","2,862,768","296,851"
6761 穩得,2023/9/28,6761,3,2023/11/14,1.1,2.06,1.12,12.92,3.11,1.65,2.45,2.91,3.17,6.13,-51.47,-22.1,10.68,6.89,34.54,12.99,8.18,-47.38,6.33,-47.35,"1,983,216",-11.45,3.3,51.56,-1.85,0.23,2.05,27.87,-16.18,-16.18,27.87,"5,426","437,469","964,865","32,023"
6762 達亞,2023/9/28,6762,3,2023/10/23,0.49,5.28,11.81,41.81,1.21,0.58,0.97,1.03,1.03,2.92,-94.13,-90.04,1.2,11.82,-63.65,31.77,14.77,-82,11.82,-82,"6,524,028",-19.11,-23.08,41.68,80.81,0.04,11.85,28.37,-60.86,-60.86,28.37,"-181,199","106,666","1,235,613","19,829"
6763 綠界科技,2023/9/28,6763,3,2023/11/7,5.53,2.71,4.99,15.79,2.04,1.62,1.67,3.61,3.61,26.64,-5.94,0.63,56.19,26.22,7.37,33.12,32,6.48,26.22,8.68,"7,766,066",3.41,3.36,44.28,6.14,0.06,5.36,41.73,-2.22,-2.22,41.73,"-8,094","388,156","2,876,368","122,770"
6767 台微醫,2023/9/28,6767,3,2023/11/2,-0.35,3.03,4.33,,-4.19,-1.89,0.13,-2.64,-0.96,-6.44,-308.25,-142.3,-1.66,-4.89,-244.4,-6.9,-14.14,-531.4,-13.45,-510.63,"1,143,984",25.92,7.75,73.84,1.31,0.15,-7.69,78.75,29.2,29.2,78.75,"-24,023","75,223","377,996","-5,832"
6768 志強-KY,2023/9/28,6768,3,2023/11/9,0.42,0.92,0.86,12.45,1.71,0.54,1.25,0.59,0.59,0.56,-97.69,-91.94,0.85,2.76,-67.33,11.71,4.36,-84.83,2.75,-87.63,"12,880,157",-43.46,-23.61,68.95,-0.03,0.14,3.8,16.44,-62.17,-62.17,16.44,"-224,486","2,951,060","14,017,760","-150,970"
6770 力積電,2023/9/28,6770,3,2023/11/9,-0.08,1.13,2.29,39.17,0.8,-0.12,0.64,-0.35,-0.35,-13.53,-122.04,"-2,024.74",-3.46,-3.21,-154.05,13.82,-3.98,-105.56,-3.21,-105.49,"108,100,900",-45.78,-5.51,52.41,8.69,0.06,9.55,9.19,-89.25,-89.25,9.19,"-5,820,389","10,402,449","95,507,837","815,484"
6776 展碁國際,2023/9/28,6776,3,2023/11/1,1.23,2.13,0.19,8.47,2.58,1.67,1.93,4.51,4.59,2.17,5.21,-15.16,14.75,1.85,-7.27,2.96,2.34,-9.31,1.81,-8.3,"4,340,109",-1.28,-8.74,33.31,-6.97,0.82,0.17,6.98,-5.7,-5.7,6.98,"18,028","5,539,026","2,283,399","128,946"
6781 AES-KY,2023/9/28,6781,3,2023/11/13,5.23,4.21,4.97,18.51,4.45,2.37,3.27,3.56,4.45,20.87,-57.33,-1.11,55.07,24.76,1.58,29.9,25.09,-51.23,19.81,-51.13,"54,582,102",-44.13,-4.9,69.45,-8.57,0.11,4.22,37.7,-43.66,-43.66,37.7,"-281,749","2,254,058","12,958,107","-448,535"
6782 視陽,2023/9/28,6782,3,2023/11/9,1.58,4.26,5.2,35.39,4.64,2.2,3.86,3.46,3.46,17.48,-44.34,28.6,17.96,15.22,77.08,34.21,17.66,-48.26,15.22,-46.26,"12,442,500",-9.64,20.9,63.21,20.56,0.14,0.18,39.41,-25.82,-25.82,39.41,"-8,598","647,573","2,942,463","-25,284"
6788 華景電,2023/9/28,6788,3,2023/11/10,2.65,3.08,3.26,10.91,5.44,3.73,3.95,6.15,6.15,27.39,23.06,116.04,34.5,20.86,102.21,30.74,28.92,25.25,20.86,13.08,"4,724,504",22.39,66.97,63.74,9.53,0.18,1.53,54.7,37.25,37.25,54.7,"-17,308","437,535","1,535,001","120,378"
6789 采鈺,2023/9/28,6789,3,2023/11/2,0.21,3.96,9.03,110.89,3.8,0.34,3.08,0.41,0.7,2.43,-90.29,-71.16,1.41,6.31,-62.56,49.61,2.93,-88.77,3.67,-82.4,"65,670,430",-17.43,-5.58,65.42,12.41,0.07,0.49,13.93,-68.06,-68.06,13.93,"743,780","1,828,700","16,597,570","630,795"
6790 永豐實,2023/9/28,6790,3,2023/11/9,1.11,1.9,1,10.43,5.85,3.58,4.66,5.65,5.65,13.74,92.53,41.04,13.24,11.57,31.51,19.04,14.56,86.6,11.58,93.41,"10,311,179",2.76,3.31,65.19,5.34,0.31,0.82,28.67,49.37,49.37,28.67,"17,031","2,574,274","5,486,210","388,477"
6791 虎門科技,2023/9/28,6791,3,2023/11/9,0.99,4.09,3.08,17.27,4.57,3.04,3.6,4.81,4.85,15.5,-3.47,4.23,11.8,13.12,-0.43,19.54,16.56,-2.9,13.01,-2.3,"1,799,096",11,15.13,63.01,34.21,0.23,1.06,35.01,-6.51,-6.51,35.01,"10,332","158,670","440,018","16,594"
6792 詠業,2023/9/28,6792,3,2023/11/2,1.61,2.7,3.17,20.14,5.93,3.55,4.85,4.62,4.73,17.04,43.87,34.13,14.69,18.7,45.3,29.47,21.51,46.96,18.29,56.15,"4,505,038",23.61,14.17,81.85,-2.74,0.19,4.47,40.14,33.03,33.03,40.14,"9,629","412,809","1,665,454","2,743"
6796 晉弘,2023/9/28,6796,3,2023/11/10,0.5,4.89,7.05,40.92,2.83,1.63,2.24,2.37,2.38,11.18,15.71,-53.7,3.96,13.7,-41.58,25.18,17.32,-27.41,13.62,-27.54,"3,804,240",1.06,-14.01,62.03,48.88,0.11,6.13,62.94,25.88,25.88,62.94,"-382,691","122,402","777,175","17,779"
6799 來頡,2023/9/28,6799,3,2023/11/9,1.5,4.93,6.4,24.26,5.56,3.91,4.47,4.73,4.73,22.95,-18.49,-6.21,15.5,21.53,2.41,30.59,26.74,-14.36,21.53,-15.07,"6,487,835",0.59,10,86.71,-1.78,0.18,3.79,43.15,-8.09,-8.09,43.15,"5,689","282,711","1,316,312","45,171"
6803 崑鼎,2023/9/28,6803,3,2023/10/30,4.65,3.71,2.94,13.92,4.17,2.8,3.45,5.86,5.78,20.25,3.03,12.42,58.74,17.57,3.15,27.74,21.73,3.3,17.81,4.53,"22,665,817",9.04,7.08,49.27,2.63,0.15,1.48,22.25,4.08,4.08,22.25,"50,808","2,073,854","6,536,585","1,330,606"
6804 明係,2023/9/28,6804,3,2023/11/3,1.04,1.55,0.57,10.03,2.08,1.41,1.63,2.67,2.75,2.28,-41.63,-58.4,5.23,4.23,-25.67,6.3,5.16,-19.86,4.11,-19.85,"2,159,500",3.3,-16.3,53.62,1.93,0.32,2.88,8.61,3.31,3.31,8.61,"-257,348","804,321","1,389,619","157,318"
6805 富世達,2023/9/28,6805,3,2023/11/9,3.27,7.17,,20.39,5.39,3.26,3.7,8.01,8.01,16.01,159.35,23.51,41.41,12.65,10.94,21.44,18.83,60.14,12.65,64.72,"18,680,286",43.16,10.51,39.6,9.24,0.25,2.83,23.16,72.27,72.27,23.16,"-57,182","1,563,841","2,603,767","459,289"
6806 森崴能源,2023/9/28,6806,3,2023/11/9,0.56,2.26,3.14,51.25,1.02,0.61,0.79,1.12,1.12,6.97,610.05,60.47,8.69,4.44,58.5,8.03,5.82,199.99,4.44,186.65,"23,884,575",370.85,41.83,48.58,43.07,0.13,-1.15,10.54,202.51,202.51,10.54,"-33,660","2,693,925","10,805,753","-1,390,258"
6807 峰源-KY,2023/9/28,6807,3,2023/11/13,1.31,0.85,0.48,6.92,3.7,2.28,2.87,3.53,3.46,7.11,47.59,3.81,13.51,6.75,-17.75,11.39,9,-1.72,6.88,16.28,"1,746,900",-16.36,18.3,64.42,1.84,0.33,1.88,19.7,1.7,1.7,19.7,"149,449","1,026,044","2,057,329","466,180"
6811 宏碁資訊,2023/9/28,6811,3,2023/10/31,3.29,5.75,1.43,17.29,3.28,2.51,2.63,7.61,7.61,8.63,12.51,-8.15,37.26,7.62,-1.21,9.94,9.5,4.44,7.62,4.63,"10,693,842",-3.2,-19.73,35.75,8.54,0.33,0.88,14.38,4.6,4.6,14.38,"2,982","1,790,115","1,860,869","-200,403"
6821 聯寶,2023/9/28,6821,3,2023/11/14,0.46,2.11,2.38,22.39,2.38,1.53,2.27,2.26,2.19,8.76,11.23,61.47,3.76,10.36,-10.46,20.35,13.06,-45.16,10.66,-43.26,"1,362,437",4.5,-1.72,66.68,13.42,0.14,4.3,36.46,11.52,11.52,36.46,"-5,197","134,113","646,162","8,243"
6823 濾能,2023/9/28,6823,3,2023/11/13,-2.06,2.21,1.96,,-2.92,-3.67,-3.03,-7.33,-6.93,-54.71,-201.87,-313.69,-22.25,-48.35,"-1,370.16",-42.89,-52.13,-195.15,-51.08,-217.13,"1,314,266",-67.47,-23.23,50.76,17.74,0.07,2.58,9.46,-91.27,-91.27,9.46,"-11,885","90,455","615,154","20,431"
6829 千附精密,2023/9/28,6829,3,2023/11/10,1.48,3.81,5.07,26.48,5.91,3.74,4.77,4.94,4.94,25.23,12.42,66.17,15.91,23.55,55.79,37.51,29.11,-28.81,23.55,-28.35,"6,952,358",-16.87,6.42,81.85,-9.2,0.16,3.88,36.57,-8.63,-8.63,36.57,"4,709","373,122","1,823,367","113,966"
6830 汎銓,2023/9/28,6830,3,2023/11/10,1.54,2.74,3.65,18.02,5.95,1.93,4.45,2.93,2.93,21.42,-3.43,-2.85,22.9,14.44,-11.04,46.48,21.12,-5.83,14.44,-7.44,"6,876,807",9.05,-0.72,64.7,4.53,0.13,-0.31,40.39,5.4,5.4,40.39,"-82,674","499,993","2,506,983","223,039"
6834 天二科技,2023/9/28,6834,3,2023/11/7,0.11,1.57,2.46,,2.18,0.49,1.92,0.65,0.47,-8.9,"-2,714.05",24.79,-2.71,2.51,130.94,18.89,2.43,-76.32,3.48,-63.81,"2,291,399",13.18,16.15,68.9,0.24,0.12,11.34,10.15,-42.68,-42.68,10.15,"1,180","269,517","1,455,249","-10,966"
